idx,fname,fname_original,category
109,images/train/00581.png,011.Rusty_Blackbird/Rusty_Blackbird_0036_6550.jpg,11
110,images/train/00587.png,011.Rusty_Blackbird/Rusty_Blackbird_0107_6839.jpg,11
111,images/train/00588.png,011.Rusty_Blackbird/Rusty_Blackbird_0074_6585.jpg,11
112,images/train/00591.png,011.Rusty_Blackbird/Rusty_Blackbird_0009_6853.jpg,11
113,images/train/00593.png,011.Rusty_Blackbird/Rusty_Blackbird_0108_6867.jpg,11
114,images/train/00595.png,011.Rusty_Blackbird/Rusty_Blackbird_0033_6879.jpg,11
115,images/train/00596.png,011.Rusty_Blackbird/Rusty_Blackbird_0101_6880.jpg,11
116,images/train/00598.png,011.Rusty_Blackbird/Rusty_Blackbird_0048_6632.jpg,11
117,images/train/00599.png,011.Rusty_Blackbird/Rusty_Blackbird_0093_6628.jpg,11
118,images/train/00600.png,011.Rusty_Blackbird/Rusty_Blackbird_0121_6637.jpg,11
119,images/train/00601.png,011.Rusty_Blackbird/Rusty_Blackbird_0032_6611.jpg,11
120,images/train/00605.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg,12
121,images/train/00606.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,12
122,images/train/00607.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0095_8458.jpg,12
123,images/train/00611.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0086_8487.jpg,12
124,images/train/00612.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg,12
125,images/train/00613.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg,12
126,images/train/00614.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,12
127,images/train/00617.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0017_8511.jpg,12
128,images/train/00619.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0025_8262.jpg,12
129,images/train/00620.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg,12
130,images/train/00621.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0018_8588.jpg,12
131,images/train/00625.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0040_7514.jpg,12
132,images/train/00626.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0026_8545.jpg,12
133,images/train/00628.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg,12
134,images/train/00629.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg,12
135,images/train/00630.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0083_8300.jpg,12
136,images/train/00631.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg,12
137,images/train/00633.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,12
138,images/train/00635.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg,12
139,images/train/00636.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0003_8337.jpg,12
140,images/train/00639.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0058_8350.jpg,12
141,images/train/00641.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,12
142,images/train/00642.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0038_8689.jpg,12
143,images/train/00645.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0007_8366.jpg,12
144,images/train/00647.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0072_8606.jpg,12
145,images/train/00648.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg,12
146,images/train/00652.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0056_8455.jpg,12
147,images/train/00653.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,12
148,images/train/00655.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0084_8435.jpg,12
149,images/train/00657.png,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg,12
150,images/train/00660.png,013.Bobolink/Bobolink_0107_10252.jpg,13
151,images/train/00662.png,013.Bobolink/Bobolink_0104_10273.jpg,13
152,images/train/00663.png,013.Bobolink/Bobolink_0001_9261.jpg,13
153,images/train/00666.png,013.Bobolink/Bobolink_0102_10807.jpg,13
154,images/train/00667.png,013.Bobolink/Bobolink_0033_10809.jpg,13
155,images/train/00668.png,013.Bobolink/Bobolink_0094_9823.jpg,13
156,images/train/00669.png,013.Bobolink/Bobolink_0008_9289.jpg,13
157,images/train/00670.png,013.Bobolink/Bobolink_0099_9314.jpg,13
158,images/train/00671.png,013.Bobolink/Bobolink_0101_9811.jpg,13
159,images/train/00672.png,013.Bobolink/Bobolink_0050_9821.jpg,13
160,images/train/00677.png,013.Bobolink/Bobolink_0013_9367.jpg,13
161,images/train/00678.png,013.Bobolink/Bobolink_0065_9375.jpg,13
162,images/train/00680.png,013.Bobolink/Bobolink_0119_10430.jpg,13
163,images/train/00682.png,013.Bobolink/Bobolink_0052_9423.jpg,13
164,images/train/00685.png,013.Bobolink/Bobolink_0044_9990.jpg,13
165,images/train/00690.png,013.Bobolink/Bobolink_0092_10026.jpg,13
166,images/train/00691.png,013.Bobolink/Bobolink_0014_11055.jpg,13
167,images/train/00693.png,013.Bobolink/Bobolink_0019_10552.jpg,13
168,images/train/00694.png,013.Bobolink/Bobolink_0059_10041.jpg,13
169,images/train/00699.png,013.Bobolink/Bobolink_0002_11085.jpg,13
170,images/train/00701.png,013.Bobolink/Bobolink_0131_9578.jpg,13
171,images/train/00702.png,013.Bobolink/Bobolink_0064_10092.jpg,13
172,images/train/00706.png,013.Bobolink/Bobolink_0069_9085.jpg,13
173,images/train/00710.png,013.Bobolink/Bobolink_0133_9618.jpg,13
174,images/train/00712.png,013.Bobolink/Bobolink_0053_10166.jpg,13
175,images/train/00713.png,013.Bobolink/Bobolink_0124_10182.jpg,13
176,images/train/00715.png,013.Bobolink/Bobolink_0117_10215.jpg,13
177,images/train/00716.png,013.Bobolink/Bobolink_0032_10217.jpg,13
178,images/train/00717.png,013.Bobolink/Bobolink_0020_9194.jpg,13
179,images/train/00719.png,013.Bobolink/Bobolink_0047_9204.jpg,13
180,images/train/00720.png,014.Indigo_Bunting/Indigo_Bunting_0005_13832.jpg,14
181,images/train/00722.png,014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg,14
182,images/train/00725.png,014.Indigo_Bunting/Indigo_Bunting_0075_12835.jpg,14
183,images/train/00727.png,014.Indigo_Bunting/Indigo_Bunting_0028_12335.jpg,14
184,images/train/00729.png,014.Indigo_Bunting/Indigo_Bunting_0044_14389.jpg,14
185,images/train/00730.png,014.Indigo_Bunting/Indigo_Bunting_0017_11574.jpg,14
186,images/train/00732.png,014.Indigo_Bunting/Indigo_Bunting_0001_12469.jpg,14
187,images/train/00733.png,014.Indigo_Bunting/Indigo_Bunting_0066_12869.jpg,14
188,images/train/00734.png,014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,14
189,images/train/00735.png,014.Indigo_Bunting/Indigo_Bunting_0049_13641.jpg,14
190,images/train/00736.png,014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg,14
191,images/train/00740.png,014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,14
192,images/train/00741.png,014.Indigo_Bunting/Indigo_Bunting_0018_11883.jpg,14
193,images/train/00744.png,014.Indigo_Bunting/Indigo_Bunting_0056_12637.jpg,14
194,images/train/00746.png,014.Indigo_Bunting/Indigo_Bunting_0082_11907.jpg,14
195,images/train/00747.png,014.Indigo_Bunting/Indigo_Bunting_0004_13195.jpg,14
196,images/train/00748.png,014.Indigo_Bunting/Indigo_Bunting_0022_12781.jpg,14
197,images/train/00751.png,014.Indigo_Bunting/Indigo_Bunting_0076_12950.jpg,14
198,images/train/00754.png,014.Indigo_Bunting/Indigo_Bunting_0055_13473.jpg,14
199,images/train/00755.png,014.Indigo_Bunting/Indigo_Bunting_0041_13987.jpg,14
200,images/train/00756.png,014.Indigo_Bunting/Indigo_Bunting_0047_12966.jpg,14
201,images/train/00758.png,014.Indigo_Bunting/Indigo_Bunting_0034_12464.jpg,14
202,images/train/00760.png,014.Indigo_Bunting/Indigo_Bunting_0032_12215.jpg,14
203,images/train/00762.png,014.Indigo_Bunting/Indigo_Bunting_0026_11964.jpg,14
204,images/train/00768.png,014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,14
205,images/train/00769.png,014.Indigo_Bunting/Indigo_Bunting_0039_12756.jpg,14
206,images/train/00770.png,014.Indigo_Bunting/Indigo_Bunting_0085_11991.jpg,14
207,images/train/00775.png,014.Indigo_Bunting/Indigo_Bunting_0006_14317.jpg,14
208,images/train/00776.png,014.Indigo_Bunting/Indigo_Bunting_0024_13523.jpg,14
209,images/train/00778.png,014.Indigo_Bunting/Indigo_Bunting_0003_13049.jpg,14
210,images/train/00780.png,015.Lazuli_Bunting/Lazuli_Bunting_0073_14594.jpg,15
211,images/train/00781.png,015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg,15
212,images/train/00782.png,015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg,15
213,images/train/00784.png,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,15
214,images/train/00788.png,015.Lazuli_Bunting/Lazuli_Bunting_0089_14598.jpg,15
215,images/train/00789.png,015.Lazuli_Bunting/Lazuli_Bunting_0004_14887.jpg,15
216,images/train/00790.png,015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,15
217,images/train/00791.png,015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg,15
218,images/train/00792.png,015.Lazuli_Bunting/Lazuli_Bunting_0041_15152.jpg,15
219,images/train/00793.png,015.Lazuli_Bunting/Lazuli_Bunting_0061_15155.jpg,15
220,images/train/00794.png,015.Lazuli_Bunting/Lazuli_Bunting_0009_15163.jpg,15
221,images/train/00798.png,015.Lazuli_Bunting/Lazuli_Bunting_0010_14915.jpg,15
222,images/train/00801.png,015.Lazuli_Bunting/Lazuli_Bunting_0095_14919.jpg,15
223,images/train/00806.png,015.Lazuli_Bunting/Lazuli_Bunting_0067_14672.jpg,15
224,images/train/00807.png,015.Lazuli_Bunting/Lazuli_Bunting_0008_15195.jpg,15
225,images/train/00810.png,015.Lazuli_Bunting/Lazuli_Bunting_0015_14690.jpg,15
226,images/train/00812.png,015.Lazuli_Bunting/Lazuli_Bunting_0045_14954.jpg,15
227,images/train/00813.png,015.Lazuli_Bunting/Lazuli_Bunting_0107_14705.jpg,15
228,images/train/00814.png,015.Lazuli_Bunting/Lazuli_Bunting_0081_14709.jpg,15
229,images/train/00816.png,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,15
230,images/train/00818.png,015.Lazuli_Bunting/Lazuli_Bunting_0086_14992.jpg,15
231,images/train/00819.png,015.Lazuli_Bunting/Lazuli_Bunting_0046_14787.jpg,15
232,images/train/00822.png,015.Lazuli_Bunting/Lazuli_Bunting_0105_15017.jpg,15
233,images/train/00823.png,015.Lazuli_Bunting/Lazuli_Bunting_0031_15018.jpg,15
234,images/train/00828.png,015.Lazuli_Bunting/Lazuli_Bunting_0055_15043.jpg,15
235,images/train/00829.png,015.Lazuli_Bunting/Lazuli_Bunting_0082_15047.jpg,15
236,images/train/00833.png,015.Lazuli_Bunting/Lazuli_Bunting_0014_14824.jpg,15
237,images/train/00834.png,015.Lazuli_Bunting/Lazuli_Bunting_0039_15081.jpg,15
238,images/train/00835.png,015.Lazuli_Bunting/Lazuli_Bunting_0020_14837.jpg,15
239,images/train/00836.png,015.Lazuli_Bunting/Lazuli_Bunting_0087_15096.jpg,15
240,images/train/00841.png,016.Painted_Bunting/Painted_Bunting_0039_15235.jpg,16
241,images/train/00843.png,016.Painted_Bunting/Painted_Bunting_0050_16670.jpg,16
242,images/train/00845.png,016.Painted_Bunting/Painted_Bunting_0061_16930.jpg,16
243,images/train/00853.png,016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,16
244,images/train/00855.png,016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,16
245,images/train/00856.png,016.Painted_Bunting/Painted_Bunting_0091_15198.jpg,16
246,images/train/00857.png,016.Painted_Bunting/Painted_Bunting_0100_16735.jpg,16
247,images/train/00859.png,016.Painted_Bunting/Painted_Bunting_0073_16737.jpg,16
248,images/train/00860.png,016.Painted_Bunting/Painted_Bunting_0005_15202.jpg,16
249,images/train/00861.png,016.Painted_Bunting/Painted_Bunting_0028_15205.jpg,16
250,images/train/00862.png,016.Painted_Bunting/Painted_Bunting_0034_15207.jpg,16
251,images/train/00863.png,016.Painted_Bunting/Painted_Bunting_0055_15208.jpg,16
252,images/train/00864.png,016.Painted_Bunting/Painted_Bunting_0071_15209.jpg,16
253,images/train/00865.png,016.Painted_Bunting/Painted_Bunting_0093_15212.jpg,16
254,images/train/00867.png,016.Painted_Bunting/Painted_Bunting_0076_16765.jpg,16
255,images/train/00870.png,016.Painted_Bunting/Painted_Bunting_0087_15232.jpg,16
256,images/train/00871.png,016.Painted_Bunting/Painted_Bunting_0096_15233.jpg,16
257,images/train/00872.png,016.Painted_Bunting/Painted_Bunting_0070_16515.jpg,16
258,images/train/00873.png,016.Painted_Bunting/Painted_Bunting_0066_15241.jpg,16
259,images/train/00874.png,016.Painted_Bunting/Painted_Bunting_0099_16525.jpg,16
260,images/train/00875.png,016.Painted_Bunting/Painted_Bunting_0006_15249.jpg,16
261,images/train/00877.png,016.Painted_Bunting/Painted_Bunting_0084_16531.jpg,16
262,images/train/00879.png,016.Painted_Bunting/Painted_Bunting_0046_16535.jpg,16
263,images/train/00881.png,016.Painted_Bunting/Painted_Bunting_0086_16540.jpg,16
264,images/train/00884.png,016.Painted_Bunting/Painted_Bunting_0036_16563.jpg,16
265,images/train/00888.png,016.Painted_Bunting/Painted_Bunting_0001_16585.jpg,16
266,images/train/00889.png,016.Painted_Bunting/Painted_Bunting_0083_16587.jpg,16
267,images/train/00891.png,016.Painted_Bunting/Painted_Bunting_0056_16599.jpg,16
268,images/train/00894.png,016.Painted_Bunting/Painted_Bunting_0060_15224.jpg,16
269,images/train/00895.png,016.Painted_Bunting/Painted_Bunting_0002_16887.jpg,16
270,images/train/00898.png,017.Cardinal/Cardinal_0085_19162.jpg,17
271,images/train/00900.png,017.Cardinal/Cardinal_0094_17165.jpg,17
272,images/train/00902.png,017.Cardinal/Cardinal_0045_18021.jpg,17
273,images/train/00906.png,017.Cardinal/Cardinal_0054_19334.jpg,17
274,images/train/00907.png,017.Cardinal/Cardinal_0075_17946.jpg,17
275,images/train/00910.png,017.Cardinal/Cardinal_0066_17803.jpg,17
276,images/train/00912.png,017.Cardinal/Cardinal_0051_17223.jpg,17
277,images/train/00916.png,017.Cardinal/Cardinal_0019_17368.jpg,17
278,images/train/00917.png,017.Cardinal/Cardinal_0089_18005.jpg,17
279,images/train/00918.png,017.Cardinal/Cardinal_0025_17239.jpg,17
280,images/train/00920.png,017.Cardinal/Cardinal_0079_19044.jpg,17
281,images/train/00922.png,017.Cardinal/Cardinal_0029_17297.jpg,17
282,images/train/00923.png,017.Cardinal/Cardinal_0081_17291.jpg,17
283,images/train/00925.png,017.Cardinal/Cardinal_0007_18537.jpg,17
284,images/train/00926.png,017.Cardinal/Cardinal_0083_18042.jpg,17
285,images/train/00927.png,017.Cardinal/Cardinal_0020_18664.jpg,17
286,images/train/00928.png,017.Cardinal/Cardinal_0053_17541.jpg,17
287,images/train/00929.png,017.Cardinal/Cardinal_0028_18054.jpg,17
288,images/train/00931.png,017.Cardinal/Cardinal_0052_18334.jpg,17
289,images/train/00934.png,017.Cardinal/Cardinal_0084_17576.jpg,17
290,images/train/00935.png,017.Cardinal/Cardinal_0037_18092.jpg,17
291,images/train/00937.png,017.Cardinal/Cardinal_0056_18352.jpg,17
292,images/train/00939.png,017.Cardinal/Cardinal_0092_17591.jpg,17
293,images/train/00941.png,017.Cardinal/Cardinal_0039_17597.jpg,17
294,images/train/00943.png,017.Cardinal/Cardinal_0012_18638.jpg,17
295,images/train/00946.png,017.Cardinal/Cardinal_0104_17122.jpg,17
296,images/train/00947.png,017.Cardinal/Cardinal_0057_17128.jpg,17
297,images/train/00950.png,017.Cardinal/Cardinal_0060_17139.jpg,17
298,images/train/00951.png,017.Cardinal/Cardinal_0097_17396.jpg,17
299,images/train/00952.png,017.Cardinal/Cardinal_0002_18424.jpg,17
300,images/train/00954.png,018.Spotted_Catbird/Spotted_Catbird_0030_796801.jpg,18
301,images/train/00955.png,018.Spotted_Catbird/Spotted_Catbird_0012_796802.jpg,18
302,images/train/00956.png,018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,18
303,images/train/00957.png,018.Spotted_Catbird/Spotted_Catbird_0004_796804.jpg,18
304,images/train/00959.png,018.Spotted_Catbird/Spotted_Catbird_0031_796806.jpg,18
305,images/train/00960.png,018.Spotted_Catbird/Spotted_Catbird_0041_796807.jpg,18
306,images/train/00963.png,018.Spotted_Catbird/Spotted_Catbird_0037_796810.jpg,18
